Mes_y_año,Código_departamento,Código_municipio,Precio_promedio_por_litro
2024-04-01,5,5001,2045.5675716214191
2024-04-01,5,5002,1992.0944730077124
2024-04-01,5,5038,1940.411103302881
2024-04-01,5,5079,2170.8560934109964
2024-04-01,5,5086,2107.8624538832646
2024-04-01,5,5088,2377.4329888349316
2024-04-01,5,5148,1908.1715331503206
2024-04-01,5,5150,1842.126667542263
2024-04-01,5,5237,2119.485007097232
2024-04-01,5,5264,2002.601676265393
2024-04-01,5,5266,1875.749673145646
2024-04-01,5,5310,1950.0307235714579
2024-04-01,5,5318,1780.0581260172046
2024-04-01,5,5376,1960.3733377145509
2024-04-01,5,5400,2025.5390641951126
2024-04-01,5,5440,1971.4022674963774
2024-04-01,5,5615,2017.7919857203929
2024-04-01,5,5656,2100.3828357522016
2024-04-01,5,5658,1990.5668348045397
2024-04-01,5,5664,2135.4048621745783
2024-04-01,5,5686,1968.7395993182145
2024-04-01,5,5697,1923.1973524246926
2024-04-01,5,5756,2029.9452125639393
2024-04-01,5,5887,1996.9882106654916
2024-04-01,8,8141,2378.6262203626216
2024-04-01,8,8372,2236.0078086871645
2024-04-01,8,8436,2369.2909535452322
2024-04-01,8,8560,2321.3460572576596
2024-04-01,8,8638,2364.352354089825
2024-04-01,13,13052,2311.2199237089203
2024-04-01,13,13140,2282.5641025641016
2024-04-01,13,13244,2235.807860262008
2024-04-01,13,13248,2211.8959298012232
2024-04-01,13,13430,1930.1229677312863
2024-04-01,13,13433,2355.2974304822246
2024-04-01,13,13442,2351.2034676185617
2024-04-01,13,13647,2230.7877123734343
2024-04-01,13,13657,2322.9846671379473
2024-04-01,15,15001,1856.7785912648328
2024-04-01,15,15087,1934.2037098013384
2024-04-01,15,15176,1965.5408836973088
2024-04-01,15,15238,1949.9360621926069
